movie_title,domestic_total_gross,release_date,runtime_(mins),rating,genre,distributor,director,producer,production_budget,widest_release_theaters,actors,writers,cinematographers,composers
Arabian Knight,669276,1995-08-25 00:00:00,71,G,Animation,Miramax,,,$25 million,510,"Matthew Broderick*, ,(Voice),Toni Collette*, ,(Voice)",,,
Arabian Nights,,1942-12-25 00:00:00,87,Unrated,Action / Adventure,Universal,John Rawlins,Walter Wanger,N/A,,"Sabu,Jon Hall,Maria Montez,Leif Erickson,Billy Gilbert","Michael Hogan,True Boardman ,(additional dialogue)",,Frank Skinner
Arabian Nights: Volume 1 - The Restless One,,2015-12-04 00:00:00,125,Unrated,Drama,Kino Lorber,,,N/A,3,,,,
Arabian Nights: Volume 2 - The Desolate One,,2015-12-11 00:00:00,131,Unrated,Drama,Kino Lorber,,,N/A,3,,,,
Arabian Nights: Volume 3 - The Enchanted One,,2015-12-18 00:00:00,125,Unrated,Foreign,Kino Lorber,,,N/A,3,,,,
Arachnophobia,53208180,1990-07-20 00:00:00,109,PG-13,Horror Comedy,Buena Vista,Frank Marshall,"Ted Field, ,(co-executive),Kathleen Kennedy,Frank Marshall, ,(executive),Steven Spielberg, ,(executive),Richard Vane",N/A,"2,005",,,,Trevor Jones
Ararat,1555959,2002-11-15 00:00:00,126,R,Drama,Miramax,,,$15.5 million,42,,,,Mychael Danna
Arbitrage,7919574,2012-09-14 00:00:00,100,R,Drama,Roadside Attractions,Nicholas Jarecki,"Justin Nappi,Kevin Turen",N/A,256,"Richard Gere,Brit Marling,Tim Roth,Susan Sarandon",Nicholas Jarecki,,Cliff Martinez
The Arbor,21620,2011-04-27 00:00:00,94,Unrated,Documentary,Strand,,,N/A,3,,,,
Archie's Final Project,17282,2011-09-23 00:00:00,105,Unrated,Comedy,Rocket Releasing,,,N/A,1,,,,
Archipelago,7791,2014-06-27 00:00:00,114,Unrated,Drama,Kino Lorber,,,N/A,1,Tom Hiddleston,,,
The Architect,13737,2006-12-01 00:00:00,81,R,Drama,Magnolia,,,N/A,8,"Anthony LaPaglia,Viola Davis,Hayden Panettiere,Sebastian Stan",,,Marcelo Zarvos
Arctic Tale,833532,2007-07-25 00:00:00,85,G,Documentary,Paramount Vantage,,,N/A,227,,Linda Woolverton,,
Ardor,18565,2015-07-17 00:00:00,101,R,Drama,Participant Media,Pablo Fendrik,,N/A,17,"Gael Garcia Bernal,Alice Braga",Pablo Fendrik,,
Are We Done Yet?,49662533,2007-04-04 00:00:00,92,PG,Family Comedy,Sony (Revolution),Steve Carr,"Matt Alvarez,Ice Cube,Todd Garner",N/A,"2,944","Ice Cube,Nia Long,John C. McGinley",,,Teddy Castellucci
Are We There Yet?,82674398,2005-01-21 00:00:00,94,PG,Family Comedy,Sony (Revolution),,"Matt Alvarez,Ice Cube,Todd Garner, ,(executive)",$32 million,"2,810","Ice Cube,Nia Long,Tracy Morgan*, ,(Voice)","J. David Stem,David N. Weiss",Thomas E. Ackerman,
Are You Here,,2014-08-22 00:00:00,114,R,Comedy,Millennium Ent.,,,N/A,,"Owen Wilson,Zach Galifianakis,Amy Poehler,Jenna Fischer",,,
Area 51,7556,2015-05-15 00:00:00,91,R,Horror,Paramount Insurge,Oren Peli,"Jason Blum,Oren Peli,Steven Schneider",N/A,16,,Oren Peli,,
Argento's Dracula 3D,8139,2013-10-04 00:00:00,106,Unrated,Horror,IFC,Dario Argento,,N/A,6,"Asia Argento,Rutger Hauer",Dario Argento,,
Argo,136025503,2012-10-12 00:00:00,120,R,Drama / Thriller,Warner Bros.,Ben Affleck,"Ben Affleck,George Clooney,Tim Headington, ,(executive),Grant Heslov,Graham King, ,(executive),David Klawans, ,(executive)",$44.5 million,"3,247","Ben Affleck,Bryan Cranston,Alan Arkin,John Goodman,Kyle Chandler*,Chris Messina*",Chris Terrio,,Alexandre Desplat
Aria,1028679,1988-03-18 00:00:00,90,R,Unknown,Miramax,"Robert Altman, ,(segment ""Les Boreades"")",,N/A,34,Tilda Swinton*,,,
Aristide and Endless Revolution,6998,2005-11-24 00:00:00,84,Unrated,Documentary,First Run,,,N/A,1,,,,
The Aristocats (Re-issue) (1980),18000000,1980-12-19 00:00:00,78,G,Animation,Buena Vista,,,N/A,,,,,
The Aristocats (Re-issue) (1987),17452658,1987-04-10 00:00:00,78,G,Animation,Buena Vista,,,N/A,"1,491",,,,
The Aristocrats,6377461,2005-07-29 00:00:00,89,Unrated,Documentary,ThinkFilm,,,N/A,234,"Whoopi Goldberg*,Chris Rock*,Robin Williams*",,,
Arizona Dream,112547,1995-06-07 00:00:00,142,R,Unknown,Kit Parker Films,,,N/A,3,"Johnny Depp,Faye Dunaway,Vincent Gallo",,,
Arjun: The Warrior Prince,10017,2012-05-25 00:00:00,96,Unrated,Animation,UTV Communications,,,N/A,10,,,,
The Ark of Mr. Chow,54075,2015-06-19 00:00:00,106,Unrated,Comedy,China Lion,,,N/A,12,,,,
Arlington Road,24756177,1999-07-09 00:00:00,119,R,Thriller,Sony / Columbia,Mark Pellington,"Tom Rosenberg, ,(executive)",$31 million,"1,631","Jeff Bridges,Tim Robbins",Ehren Kruger,,
Armaan: The Desire,,2003-05-16 00:00:00,,Unrated,Unknown,Eros,,,N/A,50,,,,
Armadillo,14566,2011-04-15 00:00:00,100,Unrated,Foreign,Lorber Films,,,N/A,1,,,,
Armageddon,201578182,1998-07-01 00:00:00,144,PG-13,Sci-Fi Action,Buena Vista,Michael Bay,"Michael Bay,Jerry Bruckheimer,Gale Anne Hurd,Jim Van Wyck, ,(executive)",$140 million,"3,184","Bruce Willis,Ben Affleck,Liv Tyler,Billy Bob Thornton,Will Patton,Steve Buscemi,Michael Clarke Duncan,William Fichtner,Peter Stormare,Owen Wilson*","J.J. Abrams,Tony Gilroy*, ,(adaptation),Jonathan Hensleigh",,Trevor Rabin
Armed and Dangerous,15945534,1986-08-15 00:00:00,88,PG-13,Action Comedy,Columbia,,"Brian Grazer,James Keach",N/A,"1,557","John Candy,Eugene Levy,Meg Ryan","James Keach, ,(story),Harold Ramis",,
The Armor of Light,12267,2015-10-30 00:00:00,90,PG-13,Documentary,Fork Films,Abigail Disney,,N/A,26,,,,
Armored,15988876,2009-12-04 00:00:00,88,PG-13,Thriller,Sony / Screen Gems,Nimrd Antal,,$20 million,"1,919","Matt Dillon,Laurence Fishburne,Jean Reno,Skeet Ulrich",,,
The Armstrong Lie,383294,2013-11-08 00:00:00,122,R,Documentary,Sony Classics,Alex Gibney,,N/A,77,,,,
Army of Crime,37031,2010-08-20 00:00:00,139,Unrated,Foreign,Lorber Films,,,N/A,3,,,,
Army of Darkness,11502976,1993-02-19 00:00:00,81,R,Horror Comedy,Universal,Sam Raimi,,N/A,"1,391",,,Bill Pope,Joseph LoDuca
Army of Shadows (1969),741766,2006-04-28 00:00:00,136,Unrated,Foreign,Rialto,,,N/A,8,,,,
The Army of Shadows (2015 re-release),25450,2015-08-26 00:00:00,145,Unrated,Drama,Rialto,,,N/A,1,,,,
Arnold's Park,23616,2007-07-20 00:00:00,103,PG-13,Thriller,Movie Partners,,,N/A,17,,,,
Around a Small Mountain,33216,2010-07-09 00:00:00,84,Unrated,Drama,Cinema Guild,,,N/A,3,,,,
Around June,12578,2012-02-24 00:00:00,93,Unrated,Fantasy Drama,Indican,,,N/A,2,,,,
Around the Bend,193637,2004-10-08 00:00:00,85,R,Drama,Warner Independent,Jordan Roberts,"Bob Yari, ,(executive)",N/A,51,"Michael Caine,Josh Lucas,Christopher Walken",Jordan Roberts,,
Around the World in 80 Days,24008137,2004-06-16 00:00:00,120,PG,Family Adventure,Buena Vista,Frank Coraci,"Bill Badalato,Alex Schwartz, ,(executive)",$110 million,"2,801","Will Forte*,Steve Coogan,Jackie Chan,Cecile de France,Jim Broadbent,Kathy Bates,Arnold Schwarzenegger*, ,(Cameo),Owen Wilson*, ,(Cameo),Luke Wilson*, ,(Cameo),Rob Schneider*, ,(Cameo)",,,Trevor Jones
Around the World in 80 Days,42000000,1956-10-17 00:00:00,188,G,Adventure Comedy,United Artists,,,$6 million,,,,,
Arranged,23571,2007-12-14 00:00:00,90,Unrated,Comedy / Drama,Film Movement,,,N/A,2,,,,
The Arrangement,,1969-11-18 00:00:00,125,R,Drama,Warner Bros.,Elia Kazan,Elia Kazan,N/A,,"Kirk Douglas,Faye Dunaway,Deborah Kerr,Richard Boone,Hume Cronyn",Elia Kazan,Robert Surtees,David Amram
The Arrival,14063331,1996-05-31 00:00:00,109,PG-13,Sci-Fi Thriller,Orion Pictures,David Twohy,"Ted Field, ,(executive)",N/A,"1,693",Charlie Sheen,David Twohy,,
Arsenic and Old Lace,,1944-09-23 00:00:00,118,Unrated,Comedy,Warner Bros.,Frank Capra,Frank Capra,N/A,,"Cary Grant,Raymond Massey,Jack Carson,Priscilla Lane,Peter Lorre,Edward Everett Horton,Josephine Hull,Jean Adair","Julius J. Epstein,Philip G. Epstein",Sol Polito,Max Steiner
Art and Craft,235037,2014-09-19 00:00:00,89,Unrated,Documentary,Oscilloscope Pictures,,,N/A,20,,,,
Art Is... The Permanent Revolution,4291,2012-03-02 00:00:00,82,Unrated,Documentary,First Run,,,N/A,1,,,,
The Art of Being Straight,12831,2009-06-05 00:00:00,70,Unrated,Comedy / Drama,Regent Releasing,,,N/A,2,,,,
The Art of Flight 3D,,2012-12-07 00:00:00,80,PG-13,Documentary,Red Bull,,,N/A,,,,,
The Art of Getting By,1430241,2011-06-17 00:00:00,84,PG-13,Romance,Fox Searchlight,,,N/A,610,"Freddie Highmore,Emma Roberts,Alicia Silverstone",,,
Art of Submission,9004,2012-09-21 00:00:00,119,PG-13,Action Thriller,Pro-Motion Pictures,,,$4.5 million,1,,,,
The Art of the Steal,544890,2010-02-26 00:00:00,101,Unrated,Documentary,IFC,,,N/A,34,,,,
Art of the Steal,64065,2014-03-14 00:00:00,95,R,Comedy,Radius-TWC,,,N/A,60,"Jay Baruchel,Kurt Russell",,,
The Art of War,30208599,2000-08-25 00:00:00,117,R,Action Thriller,Warner Bros.,,"Don Carmody, ,(executive producer),Dan Halsted*, ,(Executive)",$60 million,"2,630",Wesley Snipes,,,
Art School Confidential,3297137,2006-05-05 00:00:00,102,R,Comedy,Sony Classics,,,N/A,762,"Max Minghella,John Malkovich,Jim Broadbent,Ethan Suplee,Joel David Moore,Nick Swardson,Anjelica Huston,Adam Scott,Steve Buscemi*",,,
Artemisia,356749,1998-05-08 00:00:00,97,R,Period Drama,Miramax,,,N/A,17,,,Benoit Delhomme,
Arthur,95461682,1981-07-17 00:00:00,97,PG,Romantic Comedy,Warner Bros.,,Michael Tadross,N/A,701,,,,
Arthur & Lancelot,,TBD,,Not Yet Rated,Adventure,Warner Bros.,David Dobkin,,N/A,,,,,
Arthur (2011),33035397,2011-04-08 00:00:00,110,PG-13,Comedy,Warner Bros.,Jason Winer,"Chris Bender,Russell Brand,Kevin McCormick,J.C. Spink,Michael Tadross",$40 million,"3,276","Russell Brand,Helen Mirren,Jennifer Garner,Nick Nolte,Greta Gerwig,Luis Guzman",Peter Baynham,,Theodore Shapiro
Arthur 2: On the Rocks,14681192,1988-07-08 00:00:00,113,PG,Romantic Comedy,Warner Bros.,,,N/A,"1,426",Kathy Bates,,,
Arthur and the Invisibles,15132763,2006-12-29 00:00:00,103,PG,Animation,MGM (Weinstein),Luc Besson,,$86 million,"2,248","Jason Bateman*, ,(Voice),Freddie Highmore",,,
Arthur Christmas,46462469,2011-11-23 00:00:00,97,PG,Animation,Sony / Columbia,Sarah Smith,"Peter Lord, ,(executive)",N/A,"3,376","James McAvoy, ,(Voice),Hugh Laurie, ,(Voice),Jim Broadbent, ,(Voice),Bill Nighy ,(Voice),Imelda Staunton, ,(Voice),Andy Serkis, ,(Voice)","Peter Baynham,Sarah Smith",,
Arthur Newman,207853,2013-04-26 00:00:00,100,R,Romantic Comedy,Cinedigm Entertainment,,,N/A,248,"Colin Firth,Emily Blunt,Anne Heche",,,Nick Urata
Article 99,6375979,1992-03-13 00:00:00,101,R,Drama,Orion Pictures,,,N/A,"1,263","Ray Liotta,Kiefer Sutherland,Forest Whitaker",,,Danny Elfman
Artie Lange's Beer League,472185,2006-09-15 00:00:00,86,R,Sports Comedy,Echo Bridge Entertainment,,,N/A,164,Tina Fey*,,,
The Artist,44671682,2011-11-25 00:00:00,100,PG-13,Comedy / Drama,Weinstein Company,Michel Hazanavicius,Thomas Langmann,$15 million,"1,756","Jean Dujardin,Berenice Bejo,John Goodman,James Cromwell,Malcolm McDowell*",Michel Hazanavicius,,Ludovic Bource
The Artist and the Model,127958,2013-08-02 00:00:00,105,R,Foreign,Cohen Media Group,,,N/A,11,,,,
Artists and Models,,1955-11-07 00:00:00,109,Unrated,Comedy,Paramount,Frank Tashlin,Hal B. Wallis,N/A,,"Dean Martin,Jerry Lewis,Shirley MacLaine,Dorothy Malone,Eddie Mayehoff,Eva Gabor,Anita Ekberg,George Winslow,Jack Elam","Herbert Baker,Hal Kanter,Don McGuire,Frank Tashlin",Daniel L. Fapp,
The Aryan Couple,290211,2005-11-18 00:00:00,120,PG-13,Historical Drama,Slowhand Cinema,,,N/A,18,,,,
As Above/So Below,21321100,2014-08-29 00:00:00,93,R,Thriller,Universal,John Erick Dowdle,"Patrick Aiello,Drew Dowdle",N/A,"2,650",,"Drew Dowdle,John Erick Dowdle",,
As Cool As I Am,3234,2013-06-07 00:00:00,92,R,Comedy / Drama,IFC,,,N/A,1,"Claire Danes,James Marsden",,,Christopher Lennertz
As Good as Dead,1981,2010-10-08 00:00:00,91,R,Thriller,First Look,,,N/A,1,"Andie MacDowell,Cary Elwes,Frank Whaley",,,
As Good as It Gets,148478011,1997-12-23 00:00:00,139,PG-13,Romantic Comedy,Sony / Columbia,James L. Brooks,"Laurence Mark*, ,(Executive),Richard Sakai, ,(executive),Laura Ziskin",$50 million,"1,837","Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding, Jr.",James L. Brooks,,Hans Zimmer
As I Lay Dying,16697,2013-10-11 00:00:00,109,R,Drama,Millennium Ent.,James Franco,,N/A,2,"James Franco,Danny McBride,Tim Blake Nelson",James Franco,,
As It Is In Heaven,10850,2014-07-18 00:00:00,86,Unrated,Drama,Unknown,,,N/A,2,,,,
As It Is in Heaven (2008),10236,2008-05-02 00:00:00,132,Unrated,Unknown,Vitagraph,,,N/A,1,,,,
As Tears Go By,9436,2008-05-02 00:00:00,102,Unrated,Foreign,Kino,Wong Kar Wai,,N/A,1,,,,
As You Like It,,N/A,,PG,Period Comedy,Picturehouse,Kenneth Branagh,,N/A,,"Kevin Kline,Bryce Dallas Howard,Alfred Molina,Romola Garai",,,
Asa Nu Maan Watan,,2004-05-14 00:00:00,179,Unrated,Unknown,Wild Rose,,,N/A,5,,,,
Asambhav,19504,2004-07-23 00:00:00,139,Unrated,Foreign,Eros,,,N/A,15,,,,
Ash Wednesday,,2002-10-11 00:00:00,99,Unrated,Unknown,Empire,,,N/A,2,"Edward Burns,Elijah Wood,Rosario Dawson*",,,
Ashby,4631,2015-09-25 00:00:00,100,R,Comedy / Drama,The Film Arcade,,,N/A,15,"Emma Roberts,Mickey Rourke,Sarah Silverman,Nat Wolff",,,
Ashes of Time Redux,174273,2008-10-10 00:00:00,93,R,Foreign / Action,Sony Classics,Wong Kar Wai,Wong Kar Wai,N/A,18,Tony Leung,,,
Ask the Dust,743847,2006-03-10 00:00:00,117,R,Romantic Thriller,Paramount Classics,,"Tom Cruise,Paula Wagner",N/A,111,Colin Farrell,,,"Ramin Djawadi,Heitor Pereira"
Asoka,731277,2001-10-26 00:00:00,150,R,Foreign,First Look,,,N/A,66,,,,
Aspen Extreme,8041049,1993-01-22 00:00:00,118,PG-13,Sports Comedy,Buena Vista,,,N/A,"1,455",,,,
The Asphalt Jungle,,1950-05-23 00:00:00,112,Unrated,Crime Drama,MGM,John Huston,Arthur Hornblow Jr.,N/A,,"Sterling Hayden,Louis Calhern,Jean Hagen,James Whitmore,Sam Jaffe,John McIntire,Marc Lawrence","Ben Maddow,John Huston","Harold Rosson ,(director of photography)",Miklos Rozsa
The Assassin,632542,2015-10-16 00:00:00,107,Unrated,Action Drama,Well Go USA,,,N/A,53,,,,
Assassin's Creed,,2016-12-21 00:00:00,,Not Yet Rated,Action,Fox,,,N/A,,"Marion Cotillard,Michael Fassbender,Brendan Gleeson,Jeremy Irons,Ariane Labed,Michael K. Williams",Michael Lesslie,,
Assassination,6075793,1987-01-09 00:00:00,88,PG-13,Unknown,Cannon Films,,,N/A,"1,000",,,,
Assassination (2015),1904682,2015-08-07 00:00:00,140,Unrated,Drama / Thriller,Well Go USA,,,N/A,33,,,,
Assassination of a High School President,,N/A,90,R,Comedy,Yari Film Group,,"Doug Davison,Roy Lee",N/A,,"Bruce Willis,Mischa Barton,Rumer Willis",,,
The Assassination of Jesse James by the Coward Robert Ford,3909149,2007-09-21 00:00:00,160,R,Western,Warner Bros.,Andrew Dominik,"Dede Gardner,Brad Grey, ,(executive),Brad Pitt,Ridley Scott,Tony Scott, ,(executive),David Valdes",$30 million,301,"Brad Pitt,Casey Affleck,Sam Rockwell,Zooey Deschanel,Jeremy Renner",Andrew Dominik,Roger Deakins,"Nick Cave,Warren Ellis"
The Assassination of Richard Nixon,708776,2004-12-29 00:00:00,95,R,Drama,ThinkFilm,,"Leonardo DiCaprio, ,(executive),Alexander Payne",N/A,59,"Sean Penn,Naomi Watts,Don Cheadle",,,
Assassination Tango,1013272,2003-03-28 00:00:00,114,R,Drama / Thriller,United Artists,Robert Duvall,Robert Duvall,N/A,45,Robert Duvall,,,
Assassins,30303072,1995-10-06 00:00:00,133,R,Action,Warner Bros.,Richard Donner,"Lauren Schuler Donner, ,(executive producer),Bruce A. Evans,Raynold Gideon,Andrew Lazar,Joel Silver,Jim Van Wyck",$50 million,"2,343","Sylvester Stallone,Antonio Banderas,Julianne Moore","Brian Helgeland,Andy & Lana Wachowski",,Mark Mancina
The Assault,512403,1986-09-19 00:00:00,144,PG,Foreign,Cannon Films,,,N/A,25,,,,
The Assault (2012),,2012-04-06 00:00:00,95,Not Yet Rated,Foreign / Action,Screen Media,,,N/A,,,,,
Assault on Precinct 13,20040895,2005-01-19 00:00:00,109,R,Action Thriller,Rogue Pictures,,"Don Carmody, ,(executive producer),Jeffrey Silver",$30 million,"2,297","Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,John Leguizamo,Brian Dennehy",James DeMonaco,,Graeme Revell
Assaulted: Civil Rights Under Fire,6905,2013-06-20 00:00:00,89,PG-13,Documentary,High Top Releasing,,,N/A,17,,,,
The Assignment,332597,1997-09-26 00:00:00,119,R,Action Thriller,Sony / Columbia,,,N/A,34,Ben Kingsley,,,
Assisted Living,49048,2005-02-02 00:00:00,77,R,Comedy,Economic Projections,,,N/A,7,,,,
The Associate,12844057,1996-10-25 00:00:00,114,PG-13,Comedy,Buena Vista,Donald Petrie,"Ted Field, ,(executive),Scott Kroopf",N/A,"1,781",Whoopi Goldberg,,,
Asterix et Obelix Contre Cesar,,1999-06-04 00:00:00,105,Unrated,Foreign,Lions Gate,,,N/A,73,Roberto Benigni,,,
Asterix et Obelix: Mission Cleopatra,3115188,2002-06-07 00:00:00,107,Unrated,Foreign,Lions Gate,,,N/A,,,,,
Astro Boy,19551067,2009-10-23 00:00:00,94,PG,Animation,Summit Entertainment,David Bowers,,$65 million,"3,020","Freddie Highmore, ,(Voice),Nicolas Cage, ,(Voice),Kristen Bell*, ,(Voice)",David Bowers,,John Ottman
The Astronaut Farmer,11003643,2007-02-23 00:00:00,104,PG,Drama,Warner Bros.,,,$13 million,"2,155","Billy Bob Thornton,Virginia Madsen,Max Thieriot",,,
The Astronaut's Wife,10672566,1999-08-27 00:00:00,110,R,Horror Thriller,New Line,,"Mark Johnson*, ,(Executive),Andrew Lazar",$75 million,"2,209","Johnny Depp,Charlize Theron",,,
Asylum,375403,2005-08-12 00:00:00,90,R,Romantic Thriller,Paramount Classics,,,N/A,55,"Natasha Richardson,Ian McKellen",,,
At Any Price,380594,2013-04-24 00:00:00,105,R,Adventure,Sony Classics,,"Justin Nappi,Teddy Schwarzman,Kevin Turen",N/A,81,"Zac Efron,Dennis Quaid,Heather Graham",,,
At Berkeley,,2013-11-08 00:00:00,244,Unrated,Documentary,Zipporah Films,,,N/A,6,,,,
At Close Range,2347000,1986-04-18 00:00:00,115,R,Unknown,Orion Pictures,James Foley,,N/A,83,"Sean Penn,Christopher Walken,Mary Stuart Masterson,Chris Penn,Kiefer Sutherland*",,,
At First Sight,22365133,1999-01-15 00:00:00,124,PG-13,Romance,MGM,Irwin Winkler,"Rob Cowan,Irwin Winkler",$60 million,"1,838",Val Kilmer,,,Mark Isham
At Long Last Love,1500000,1975-03-06 00:00:00,118,G,Unknown,Fox,,"Frank Marshall, ,(associate)",N/A,,,,,
At Middleton,53837,2014-01-31 00:00:00,99,R,Romance,Anchor Bay Films,,,N/A,20,"Andy Garcia,Vera Farmiga",,,
At Play in the Fields of the Lord,1345903,1991-12-06 00:00:00,180,R,Drama,Universal,,,N/A,25,Kathy Bates,,,
ATL,21170563,2006-03-31 00:00:00,100,PG-13,Drama,Warner Bros.,,"James Lassiter,Will Smith",$20 million,"1,602","T.I.,Big Boi",Tina Gordon Chism,,Aaron Zigman
Atlantic City,12729675,1981-04-03 00:00:00,103,R,Crime Drama,Paramount,,,N/A,,Susan Sarandon,,,
Atlantis: The Lost Empire,84056472,2001-06-08 00:00:00,95,PG,Animation,Buena Vista,,Don Hahn,$120 million,"3,071","James Garner*, ,(Voice),Leonard Nimoy*, ,(Voice)",Joss Whedon,,James Newton Howard
Atlas Shrugged Part III: Who Is John Galt?,846704,2014-09-12 00:00:00,,PG-13,Drama,Atlas Distribution,,,N/A,242,,,,
Atlas Shrugged: Part I,4627375,2011-04-15 00:00:00,102,PG-13,Drama,Rocky Mountain Pictures,,,$20 million,465,Taylor Schilling,,,
Atlas Shrugged: Part II,3336053,2012-10-12 00:00:00,112,PG-13,Drama,Atlas Distribution,,,N/A,"1,012",,,,
ATM,3010,2012-04-06 00:00:00,90,R,Thriller,IFC,,"Paul Brooks,Peter Safran",N/A,2,"Brian Geraghty,Josh Peck,Alice Eve",,,David Buckley
Atonement,50927067,2007-12-07 00:00:00,123,R,Period Drama,Focus Features,Joe Wright,"Tim Bevan,Eric Fellner",N/A,"1,400","Keira Knightley,James McAvoy,Saoirse Ronan,Romola Garai,Vanessa Redgrave,Brenda Blethyn,Juno Temple*,Benedict Cumberbatch*",Christopher Hampton,,Dario Marianelli
The Attack,1720325,2013-06-21 00:00:00,102,R,Foreign,Cohen Media Group,,,N/A,55,,,,
Attack Force Z,,1982-06-16 00:00:00,84,Unrated,Unknown,Roadshow,,,N/A,,Mel Gibson,,,
Attack of the 50 Ft. Woman,,1958-05-19 00:00:00,65,Unrated,Sci-Fi,Allied Artists,Nathan Juran,Bernard Woolner,N/A,,"Allison Hayes,William Hudson,Yvette Vickers",Mark Hanna,Jacques R. Marquette,Ronald Stein
Attack of the Clones: The IMAX Experience (IMAX),8485488,2002-11-01 00:00:00,120,PG,IMAX,Fox,,,N/A,58,,,,
Attack on Titan: Part 1,449523,2015-09-30 00:00:00,90,Unrated,Animation,FUNimation Films,,,N/A,290,,,,
Attack on Titan: Part 2,305934,2015-10-20 00:00:00,,Unrated,Action Fantasy,FUNimation Films,,,N/A,230,,,,
Attack the Block,1024175,2011-07-29 00:00:00,88,R,Sci-Fi Comedy,Sony / Screen Gems,Joe Cornish,Edgar Wright,$13 million,66,"John Boyega,Nick Frost",Joe Cornish,,Steven Price
The Attacks of 26/11,248346,2013-03-01 00:00:00,116,Unrated,Foreign,Eros,,,N/A,51,,,,
Attenberg,24036,2012-03-09 00:00:00,97,Unrated,Foreign,Strand,,,N/A,2,,,,
The Attorney,557236,2014-02-07 00:00:00,127,Unrated,Foreign,Well Go USA,,,N/A,27,,,,
Au Hasard Balthazar (Re-issue),45406,2003-10-17 00:00:00,95,Unrated,Unknown,Rialto,,,N/A,1,,,,
"Au Revoir, Les Enfants",4542825,1988-02-12 00:00:00,101,PG,Foreign,Orion Classics,,,N/A,,,,,
Audition,131296,2001-08-08 00:00:00,115,R,Foreign / Horror,Vitagraph,,,N/A,,,,,
August,12636,2008-07-11 00:00:00,88,R,Drama,First Look,,,N/A,1,"Josh Hartnett,Naomie Harris,Adam Scott,Emmanuelle Chriqui,Robin Tunney,Rip Torn,David Bowie",,,
August (1996),69081,1996-04-19 00:00:00,94,PG,Unknown,Samuel Goldwyn,Anthony Hopkins,,N/A,5,"Anthony Hopkins,Rhys Ifans*",,,
August Evening,74759,2008-09-05 00:00:00,127,PG-13,Drama,Maya Entertainment,,,N/A,4,,,,
August Rush,31664162,2007-11-21 00:00:00,114,PG,Fantasy Drama,Warner Bros.,,,N/A,"2,310","Freddie Highmore,Keri Russell,Jonathan Rhys Meyers,Robin Williams,Terrence Howard",,,Mark Mancina
August: Osage County,37738810,2013-12-27 00:00:00,130,R,Comedy / Drama,Weinstein Company,John Wells,"George Clooney,Grant Heslov",N/A,"2,411","Meryl Streep,Julia Roberts,Ewan McGregor,Chris Cooper,Dermot Mulroney,Julianne Nicholson,Juliette Lewis,Abigail Breslin,Benedict Cumberbatch",Tracy Letts,,
Augustine,107352,2013-05-17 00:00:00,101,Unrated,Foreign,Music Box Films,,,N/A,10,,,,
Auntie Mame,,1958-12-27 00:00:00,143,Unrated,Comedy / Drama,Warner Bros.,Morton DaCosta,,N/A,,"Rosalind Russell,Forrest Tucker,Coral Browne,Fred Clark,Roger Smith,Patric Knowles,Peggy Cass,Jan Handzlik,Joanna Barnes,Pippa Scott,Lee Patrick","Betty Comden,Adolph Green,Jerome Lawrence ,(play),Robert E. Lee ,(play)","Harry Stradling Sr. ,(director of photography)",Bronislau Kaper
The Aura,58804,2006-11-15 00:00:00,138,Unrated,Foreign,IFC,,,N/A,4,,,,
Aurangzeb,,2013-05-17 00:00:00,140,Unrated,Foreign / Action,Yash Raj,,,N/A,,,,,
Aurora,,2011-06-29 00:00:00,181,Unrated,Foreign,Cinema Guild,,,N/A,1,,,,
Aurora Borealis,60729,2006-09-15 00:00:00,109,R,Drama,Regent Releasing,,,N/A,8,"Joshua Jackson,Donald Sutherland,Juliette Lewis",,,Mychael Danna
Austenland,2159041,2013-08-16 00:00:00,97,PG-13,Romantic Comedy,Sony Classics,,Stephenie Meyer,N/A,274,Keri Russell,,,Ilan Eshkeri
Austin Powers in Goldmember,213307889,2002-07-26 00:00:00,94,PG-13,Comedy,New Line,Jay Roach,,$63 million,"3,613","Mike Myers,Beyonce Knowles,Seth Green,Michael Caine,Rob Lowe*, ,(Cameo),Tom Cruise*, ,(Cameo),Kevin Spacey*, ,(Cameo),Josh Zuckerman*,Danny DeVito*, ,(Cameo)",,Peter Deming,
Austin Powers: International Man of Mystery,53883989,1997-05-02 00:00:00,100,PG-13,Comedy,New Line,Jay Roach,,$16.5 million,"2,187","Carrie Fisher*, ,(Cameo),Mike Myers,Seth Green,Will Ferrell*,Tom Arnold*, ,(Cameo)",,Peter Deming,
Austin Powers: The Spy Who Shagged Me,206040086,1999-06-11 00:00:00,95,PG-13,Comedy,New Line,Jay Roach,"Michael De Luca, ,(executive),Erwin Stoff, ,(executive)",$33 million,"3,314","Mike Myers,Heather Graham,Rob Lowe,Seth Green,Will Ferrell*, ,(Cameo),Tim Robbins*, ,(Cameo),Jennifer Coolidge*",,,
Australia,49554002,2008-11-26 00:00:00,165,PG-13,Period Adventure,Fox,Baz Luhrmann,Baz Luhrmann,$130 million,"2,721","Nicole Kidman,Hugh Jackman,David Wenham,Jack Thompson,Bryan Brown","Stuart Beattie,Baz Luhrmann",,David Hirschfelder
