movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score,producer_score
"Good Night, and Good Luck.",80,2005-10-07,38500763.66,2005-10-07,90.0,PG,Period Drama,Warner Independent,George Clooney,"Jennifer Fox, ,(executive),Samuel Hadida, ,(co-executive producer),Grant Heslov,Jeff Skoll, ,(executive),Steven Soderbergh, ,(executive)",8540000.0,929.0,"David Strathairn,Patricia Clarkson,George Clooney,Jeff Daniels,Robert Downey, Jr.,Frank Langella","George Clooney,Grant Heslov",Robert Elswit,,10,2005,1.22,41443.2332185,106447847.467,34330979.784
Gossip,31,2000-04-21,7050171.6,2000-04-21,90.0,R,Thriller,Warner Bros.,Davis Guggenheim,Jeffrey Silver,33120000.0,1525.0,"James Marsden,Lena Headey,Norman Reedus,Kate Hudson,Edward James Olmos,Joshua Jackson",,Andrzej Bartkowiak,Graeme Revell,4,2000,1.38,4623.06334426,48363645.6,49800903.8775
Gothika,38,2003-11-21,77006008.2,2003-11-21,95.0,R,Horror,Warner Bros.,,"Don Carmody, ,(executive producer),Susan Downey,Joel Silver",51600000.0,2382.0,"Halle Berry,Robert Downey, Jr.,Penelope Cruz",,,John Ottman,11,2003,1.29,32328.2989924,148969832.02,94045576.951
Gran Torino,72,2008-12-12,164385785.22,2008-12-12,116.0,R,Action Drama,Warner Bros.,Clint Eastwood,"Bill Gerber,Robert Lorenz,Tim Moore, ,(executive)",36630000.0,3045.0,Clint Eastwood,Nick Schenk,,"Clint Eastwood*, ,(song)",12,2008,1.11,53985.4795468,80622079.6133,62179839.9583
Gravity,96,2013-10-04,279574559.1,2013-10-04,91.0,PG-13,Sci-Fi Thriller,Warner Bros.,Alfonso Cuaron,"Alfonso Cuaron,David Heyman,Stephen Jones, ,(executive)",102000000.0,3820.0,"George Clooney,Sandra Bullock","Alfonso Cuaron,Jonas Cuaron",,Steven Price,10,2013,1.02,73187.057356,91373596.8433,255801177.64
Green Zone,63,2010-03-12,38208489.4,2010-03-12,115.0,R,Thriller,Universal,Paul Greengrass,"Tim Bevan,Eric Fellner",109000000.0,3004.0,"Matt Damon,Jason Isaacs,Brendan Gleeson,Greg Kinnear,Amy Ryan",Brian Helgeland,,John Powell,3,2010,1.09,12719.2041944,115666878.146,50865036.5726
Gridiron Gang,52,2006-09-15,45350731.14,2006-09-15,120.0,PG-13,Sports Drama,Sony / Columbia,,"Ryan Kavanaugh, ,(executive),Neal H. Moritz",35400000.0,3510.0,Dwayne Johnson,,,Trevor Rabin,9,2006,1.18,12920.4362222,68611402.352,100072942.45
Grind,30,2003-08-15,6609567.84,2003-08-15,100.0,PG-13,Sports Comedy,Warner Bros.,,"Bill Gerber,Casey La Scalla,Hunt Lowry",7740000.0,2253.0,"Adam Brody,Randy Quaid,Mike Vogel",,,,8,2003,1.29,2933.67414115,69981827.46,64368458.8583
Grindhouse,77,2007-04-06,28793581.55,2007-04-06,191.0,R,Horror,Weinstein / Dimension,,Robert Rodriguez,77050000.0,2629.0,"Freddy Rodriguez,Rose McGowan,Josh Brolin,Marley Shelton,Michael Biehn,Stacy Ferguson,Jeff Fahey,Michael Parks,Kurt Russell,Rosario Dawson,Tracie Thoms,Mary Elizabeth Winstead,Bruce Willis*, ,(Cameo),Nicolas Cage*, ,(Cameo)",,,"Graeme Revell, ,((Planet Terror)),Carl Thiel",4,2007,1.15,10952.2942374,106536619.358,101414887.32
Grown Ups 2,19,2013-07-12,136341895.5,2013-07-12,101.0,PG-13,Comedy,Sony / Columbia,Dennis Dugan,"Jack Giarraputo,Adam Sandler",81600000.0,3491.0,"Adam Sandler,Kevin James,Chris Rock,David Spade,Salma Hayek,Maya Rudolph,Maria Bello,Nick Swardson,Taylor Lautner","Tim Herlihy,Adam Sandler,Fred Wolf",,,7,2013,1.02,39055.2550845,234869279.492,107256063.603
Grudge Match,35,2013-12-25,30403405.2,2013-12-25,113.0,PG-13,Sports Comedy,Warner Bros.,Peter Segal,"Bill Gerber,Peter Segal",40800000.0,2856.0,"Sylvester Stallone,Robert DeNiro,Alan Arkin,Kevin Hart,Kim Basinger,Jon Bernthal,Anthony Anderson","Tim Kelleher,Rodney Rothman",,Trevor Rabin,12,2013,1.02,10645.45,102308933.967,54917293.6957
Guardians of the Galaxy,76,2014-08-01,336508366.0,2014-08-01,121.0,PG-13,Action / Adventure,Buena Vista,James Gunn,"Kevin Feige,Louis D'Esposito, ,(executive),Victoria Alonso, ,(executive),Jeremy Latcham ,(executive),Alan Fine, ,(executive),Stan Lee, ,(executive),Nikolas Korda, ,(executive)",171700000.0,4088.0,"Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel, ,(Voice),Bradley Cooper, ,(Voice),Lee Pace,Karen Gillan,Djimon Hounsou,John C. Reilly,Glenn Close,Benicio Del Toro,Josh Brolin*","James Gunn,Nicole Perlman",,Tyler Bates,8,2014,1.01,82316.1364971,155351234.506,648292226.4
Hall Pass,45,2011-02-25,47764378.04,2011-02-25,98.0,R,Comedy,Warner Bros. (New Line),The Farrelly Bros.,"The Farrelly Bros.,Bradley Thomas,Charles B. Wessler",38160000.0,2950.0,"Owen Wilson,Jason Sudeikis,Jenna Fischer,Christina Applegate,Richard Jenkins",The Farrelly Bros.,,,2,2011,1.06,16191.3145898,93730286.9358,111493835.098
Hamlet 2,54,2008-08-22,5423699.76,2008-08-22,92.0,R,Comedy,Focus Features,Andrew Fleming,"Albert Berger, ,(executive),Aaron Ryder,Ron Yerxa, ,(executive)",9990000.0,1597.0,"Steve Coogan,Catherine Keener,Amy Poehler,David Arquette,Elizabeth Shue","Andrew Fleming,Pam Brady",,,8,2008,1.11,3396.18018785,98037128.0775,43179073.6167
Hancock,49,2008-07-02,253020364.14,2008-07-02,92.0,PG-13,Fantasy Drama,Sony / Columbia,Peter Berg,"Ian Bryce, ,(executive),Akiva Goldsman,James Lassiter,Will Smith",166500000.0,3965.0,"Will Smith,Charlize Theron,Jason Bateman",,,John Powell,7,2008,1.11,63813.4587995,181411138.526,158264950.688
Hanging Up,33,2000-02-18,49749317.4,2000-02-18,95.0,PG-13,Comedy / Drama,Sony / Columbia,Diane Keaton,"Nora Ephron,Laurence Mark",82800000.0,2618.0,"Meg Ryan,Diane Keaton,Lisa Kudrow,Walter Matthau","Delia Ephron,Nora Ephron",,David Hirschfelder,2,2000,1.38,19002.7950344,152846490.94,115821495.0
Hannibal,57,2001-02-09,221223639.12,2001-02-09,131.0,R,Thriller,MGM,Ridley Scott,Ridley Scott,116580000.0,3292.0,"Anthony Hopkins,Julianne Moore,Gary Oldman","David Mamet,Steven Zaillian",,"Klaus Badelt*, ,(Additional music),Hans Zimmer",2,2001,1.34,67200.3764034,78379135.883,20121865.08
Hansel and Gretel: Witch Hunters,21,2013-01-25,56817544.5,2013-01-25,88.0,R,Action Comedy,Paramount,Tommy Wirkola,"Will Ferrell,Beau Flynn,Chris Henchy,Adam McKay,Denis L. Stewart, ,(executive)",51000000.0,3375.0,"Jeremy Renner,Gemma Arterton,Famke Janssen,Peter Stormare,Thomas Mann","Dante Harper,Tommy Wirkola",,Atli Orvarsson,1,2013,1.02,16834.828,142806906.158,223403657.425
Happy Feet,77,2006-11-17,233640374.06,2006-11-17,108.0,PG,Animation,Warner Bros.,George Miller,"Dana Goldberg, ,(executive),George Miller",118000000.0,3804.0,"Elijah Wood, ,(Voice),Robin Williams, ,(Voice),Brittany Murphy, ,(Voice),Hugh Jackman, ,(Voice),Nicole Kidman, ,(Voice),Hugo Weaving, ,(Voice),Anthony LaPaglia ,(Voice)","John Collee,George Miller",,John Powell,11,2006,1.18,61419.656693,258255172.314,66952986.28
Happy Gilmore,31,1996-02-16,38824099.0,1996-02-16,92.0,PG-13,Sports Comedy,Universal,Dennis Dugan,"Brad Grey, ,(executive),Robert Simonds",12000000.0,2069.0,"Adam Sandler,Ben Stiller*","Tim Herlihy,Adam Sandler",,Mark Mothersbaugh,2,1996,1.0,18764.6684389,25588734.0,25588734.0
Hard Rain,36,1998-01-16,19870567.0,1998-01-16,110.0,R,Action / Crime,Paramount,,"Ian Bryce,Mark Gordon,Allison Lyon Segan*, ,(Executive)",70000000.0,2132.0,"Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver",,,Christopher Young,1,1998,1.0,9320.15337711,153519900.0,144235134.0
Harry Brown,55,2010-04-30,1982362.29,2010-04-30,103.0,R,Crime Thriller,Samuel Goldwyn,,Matthew Vaughn,7957000.0,67.0,"Michael Caine,Emily Mortimer,Jack O'Connell",,,,4,2010,1.09,29587.4968657,113985548.432,32539370.1233
Harry Potter and the Chamber of Secrets,63,2002-11-15,345824796.24,2002-11-15,161.0,PG,Fantasy,Warner Bros.,Chris Columbus,"Chris Columbus, ,(executive),David Heyman",132000000.0,3682.0,"Warwick Davis,Daniel Radcliffe,Rupert Grint,Emma Watson,Robbie Coltrane,Kenneth Branagh,Alan Rickman*",Steve Kloves,,"William Ross*, ,(Adaptations),John Williams",11,2002,1.32,93923.0842586,425551237.0,214250238.075
Harry Potter and the Goblet of Fire,81,2005-11-18,353815903.92,2005-11-18,153.0,PG-13,Fantasy,Warner Bros.,Mike Newell,David Heyman,183000000.0,3858.0,"Warwick Davis,Daniel Radcliffe,Emma Watson,Rupert Grint,Ralph Fiennes,Brendan Gleeson,Robert Pattinson,Gary Oldman*,Alan Rickman*",Steve Kloves,,"Patrick Doyle,John Williams*, ,(main theme)",11,2005,1.22,91709.6692379,361932593.393,225985354.05
Harry Potter and the Half-Blood Prince,78,2009-07-15,335174708.67,2009-07-15,153.0,PG,Fantasy,Warner Bros.,David Yates,David Heyman,277500000.0,4455.0,"Daniel Radcliffe,Rupert Grint,Emma Watson,Jim Broadbent,Helena Bonham Carter,Robbie Coltrane*,Warwick Davis*,Michael Gambon,Alan Rickman,Maggie Smith*,Timothy Spall*,David Thewlis*,Julie Walters*",Steve Kloves,,,7,2009,1.11,75235.6248418,355083826.56,246981896.414
Harry Potter and the Order of the Phoenix,71,2007-07-11,335805448.7,2007-07-11,139.0,PG-13,Fantasy,Warner Bros.,David Yates,David Heyman,172500000.0,4285.0,"Daniel Radcliffe,Rupert Grint,Emma Watson,Helena Bonham Carter*,Robbie Coltrane*,Warwick Davis*,Ralph Fiennes,Michael Gambon,Brendan Gleeson*,Richard Griffiths*,Jason Isaacs*,Gary Oldman,Alan Rickman*,Fiona Shaw*,Maggie Smith*,Imelda Staunton,David Thewlis*,Emma Thompson*,Julie Walters*,Robert Pattinson*",Michael Goldenberg,"Slawomir Idziak, ,(director of photography)",,7,2007,1.15,78367.6659743,359903421.025,247290445.695
Harry Potter and the Prisoner of Azkaban,82,2004-06-04,314421746.94,2004-06-04,142.0,PG,Fantasy,Warner Bros.,Alfonso Cuaron,"Chris Columbus,David Heyman",163800000.0,3855.0,"Warwick Davis,Daniel Radcliffe,Emma Watson,Rupert Grint,Alan Rickman*,Gary Oldman,Emma Thompson*",Steve Kloves,,John Williams,6,2004,1.26,81562.061463,385688016.62,203876255.827
Haywire,67,2012-01-20,19700091.84,2012-01-20,93.0,R,Action,Relativity,Steven Soderbergh,"Gregory Jacobs,Ryan Kavanaugh,Tucker Tooley, ,(executive)",23920000.0,2441.0,"Gina Carano,Channing Tatum,Ewan McGregor,Michael Douglas,Antonio Banderas,Bill Paxton,Michael Fassbender,Michael Angarano,Mathieu Kassovitz*",Lem Dobbs,,David Holmes,1,2012,1.04,8070.50054896,286605167.787,60047898.4255
Head Over Heels,27,2001-02-02,13968789.8,2001-02-02,87.0,PG-13,Romantic Comedy,Universal,Mark S. Waters,Robert Simonds,18760000.0,2363.0,"Monica Potter,Freddie Prinze, Jr.,Timothy Olyphant*",,,Randy Edelman,2,2001,1.34,5911.46415573,47703516.2089,76876312.0563
Heartbreakers,47,2001-03-23,54051053.38,2001-03-23,122.0,PG-13,Crime Comedy,MGM,,"John Davis,Clayton Townsend, ,(executive)",46900000.0,2751.0,"Zach Galifianakis*,Sigourney Weaver,Jennifer Love Hewitt,Anne Bancroft,Gene Hackman,Carrie Fisher*",,,John Debney,3,2001,1.34,19647.7838531,98852131.1667,57324540.2533
Hearts in Atlantis,55,2001-09-28,32408946.54,2001-09-28,101.0,PG-13,Drama,Warner Bros.,Scott Hicks,Kerry Heysen,41540000.0,2010.0,Anthony Hopkins,,,Mychael Danna,9,2001,1.34,16123.854,91364999.8136,20617157.99
Heist,66,2001-11-09,31504526.94,2001-11-09,111.0,R,Crime,Warner Bros.,David Mamet,"Don Carmody, ,(executive producer)",52260000.0,1891.0,"Gene Hackman,Danny DeVito,Delroy Lindo,Sam Rockwell",David Mamet,Robert Elswit,Theodore Shapiro,11,2001,1.34,16660.2469276,140275027.98,69752959.5942
Heist,37,2015-11-13,31504526.94,2001-11-09,111.0,R,Crime,Warner Bros.,David Mamet,"Don Carmody, ,(executive producer)",52260000.0,1891.0,"Gene Hackman,Danny DeVito,Delroy Lindo,Sam Rockwell",David Mamet,Robert Elswit,Theodore Shapiro,11,2001,1.34,16660.2469276,140275027.98,69752959.5942
Hellboy,72,2004-04-02,75126187.08,2004-04-02,112.0,PG-13,Action Horror,Sony (Revolution),Guillermo del Toro,"Lawrence Gordon,Lloyd Levin",83160000.0,3043.0,"Ron Perlman,Selma Blair",Guillermo del Toro,,Marco Beltrami,4,2004,1.26,24688.198186,78516467.1,75907702.1155
Hellboy II: The Golden Army,78,2008-07-11,84345018.33,2008-07-11,110.0,PG-13,Action Horror,Universal,Guillermo del Toro,"Lawrence Gordon,Lloyd Levin",94350000.0,3212.0,"Ron Perlman,Selma Blair,Seth MacFarlane, ,(Voice)",Guillermo del Toro,,Danny Elfman,7,2008,1.11,26259.3456818,169626557.935,75842575.8625
Hero,85,2004-08-27,67674623.94,2004-08-27,99.0,PG-13,Foreign / Action,Miramax,Zhang Yimou,"Quentin Tarantino, ,((U.S.-only))",39060000.0,2175.0,"Donnie Yen,Jet Li,Zhang Ziyi",,Christopher Doyle,Tan Dun,8,2004,1.26,31114.7696276,239904493.3,11499092.09
Hidalgo,54,2004-03-05,84802347.0,2004-03-05,136.0,PG-13,Period Adventure,Buena Vista,Joe Johnston,Casey Silver,126000000.0,3065.0,Viggo Mortensen,John Fusco,,James Newton Howard,3,2004,1.26,27667.9761827,204033184.481,7852929.18
High Crimes,48,2002-04-05,54837970.44,2002-04-05,115.0,PG-13,Thriller,Fox,Carl Franklin,Arnon Milchan,55440000.0,2747.0,"Ashley Judd,Morgan Freeman,James Caviezel,Amanda Peet,Adam Scott",,Theo Van de Sande,Graeme Revell,4,2002,1.32,19962.8578231,66697122.368,51287370.5787
High Fidelity,79,2000-03-31,37656249.06,2000-03-31,114.0,R,Romantic Comedy,Buena Vista,Stephen Frears,"Tim Bevan,John Cusack, ,(co-producer)",41400000.0,1231.0,"Jack Black,John Cusack,Tim Robbins,Catherine Zeta-Jones","Nick Hornby, ,((novel)),Steve Pink",,Howard Shore,3,2000,1.38,30589.9667425,89620456.5525,79839067.2336
Hit and Run,50,2012-08-22,14299272.0,2012-08-22,100.0,R,Action Comedy,Open Road Films,,Andrew Panay,2080000.0,2870.0,"Dax Shepard,Kristen Bell,Bradley Cooper,Kristin Chenoweth,Tom Arnold,Michael Rosenbaum",Dax Shepard,,"Robert Mervak,Julian Wass",8,2012,1.04,4982.32473868,135614914.191,87410762.205
Hitch,58,2005-02-11,218984577.1,2005-02-11,115.0,PG-13,Romantic Comedy,Sony / Columbia,Andy Tennant,"James Lassiter,Will Smith,Michael Tadross, ,(executive)",85400000.0,3575.0,"Will Smith,Eva Mendes,Kevin James,Paula Patton*",,Andrew Dunn,George Fenton,2,2005,1.22,61254.4271608,166628270.832,116359234.41
Hollow Man,24,2000-08-04,101028889.2,2000-08-04,113.0,R,Sci-Fi Horror,Sony / Columbia,Paul Verhoeven,Douglas Wick,131100000.0,2956.0,"Kevin Bacon,Josh Brolin",,,Jerry Goldsmith,8,2000,1.38,34177.5673884,59806912.12,166876382.617
Hollywood Homicide,47,2003-06-13,39913491.39,2003-06-13,111.0,PG-13,Action Comedy,Sony (Revolution),,"Joe Roth, ,(Executive)",96750000.0,2840.0,"Harrison Ford,Josh Hartnett,Lena Olin,Bruce Greenwood,Keith David,Anthony Mackie*",,,Alex Wurman,6,2003,1.29,14054.0462641,154111189.32,136052403.211
Holy Man,41,1998-10-09,12069719.0,1998-10-09,114.0,PG,Comedy,Buena Vista,Stephen Herek,"Roger Birnbaum,Jeffrey Chernov, ,(executive),Jonathan Glickman, ,(executive)",60000000.0,2013.0,"Eddie Murphy,Jeff Goldblum,Kelly Preston",,,Alan Silvestri,10,1998,1.0,5995.88623944,297441298.0,141186864.0
Home Fries,45,1998-11-25,10459961.0,1998-11-27,93.0,PG-13,Romantic Comedy,Warner Bros.,Dean Parisot,"Mark Johnson,Lawrence Kasdan,Barry Levinson",35000000.0,1925.0,"Drew Barrymore,Luke Wilson",,,Rachel Portman,11,1998,1.0,5433.74597403,152048799.0,88304219.0
Honey,37,2003-12-05,39097857.93,2003-12-05,94.0,PG-13,Music Drama,Universal,Bille Woodruff,Marc Platt,23220000.0,1972.0,Jessica Alba,,John R. Leonetti,Mervyn Warren,12,2003,1.29,19826.4999645,5937688.9,88267075.46
Hook,52,1991-12-11,119654823.0,1991-12-11,142.0,PG,Fantasy,TriStar,Steven Spielberg,"Kathleen Kennedy,Frank Marshall,Gerald R. Molen",70000000.0,2254.0,"Carrie Fisher*, ,(Cameo),Dustin Hoffman,Gwyneth Paltrow*,Julia Roberts,Maggie Smith*,Robin Williams",,,John Williams,12,1991,1.0,53085.5470275,140002636.5,185384504.167
Hoot,46,2006-05-05,9578811.66,2006-05-05,90.0,PG,Family Comedy,New Line,,Frank Marshall,17700000.0,3018.0,"Luke Wilson,Logan Lerman,Tim Blake Nelson,Clark Gregg",,,,5,2006,1.18,3173.89385686,51201595.6369,177168352.001
Hop,41,2011-04-01,114570423.3,2011-04-01,90.0,PG,Comedy,Universal,Tim Hill,Christopher Meledandri,66780000.0,3616.0,"Russell Brand, ,(Voice),James Marsden,Kaley Cuoco,Hugh Laurie, ,(Voice),Chelsea Handler,Elizabeth Perkins","Ken Daurio,Brian Lynch,Cinco Paul",,Christopher Lennertz,4,2011,1.06,31684.298479,162968785.892,189043284.327
Horrible Bosses 2,40,2014-11-26,54989810.57,2014-11-26,108.0,R,Comedy,Warner Bros.,Sean Anders,"Chris Bender,John Morris,Brett Ratner,Jay Stern",42420000.0,3400.0,"Keegan-Michael Key,Jason Bateman,Charlie Day,Jason Sudeikis,Jennifer Aniston,Kevin Spacey,Jamie Foxx,Christoph Waltz,Chris Pine","Sean Anders,John Morris",,Christopher Lennertz,11,2014,1.01,16173.4736971,127043705.373,104326858.303
Hot Pursuit,31,2015-05-08,34580201.0,2015-05-08,87.0,PG-13,Comedy,Warner Bros.,Anne Fletcher,"Bruna Papandrea,Sofia Vergara ,(executive),Reese Witherspoon",35000000.0,3037.0,"Sofia Vergara,Reese Witherspoon","David Feeney,John Quaintance",,Christophe Beck,5,2015,1.0,11386.3026013,72069213.7878,169444860.89
Hot Tub Time Machine 2,29,2015-02-20,12314651.0,2015-02-20,93.0,R,Comedy,Paramount,Steve Pink,Andrew Panay,14000000.0,2901.0,"Adam Scott,Clark Duke,Rob Corddry,Craig Robinson,Chevy Chase,Gillian Jacobs",Josh Heald,,Christophe Beck,2,2015,1.0,4244.96759738,59334957.49,67211085.2067
Hotel Transylvania,47,2012-09-28,154245569.92,2012-09-28,91.0,PG,Animation,Sony / Columbia,Genndy Tartakovsky,"Michelle Murdocca,Adam Sandler, ,(executive),Robert Smigel, ,(executive)",88400000.0,3375.0,"Adam Sandler, ,(Voice),Andy Samberg, ,(Voice),Selena Gomez, ,(Voice),Kevin James, ,(Voice),Fran Drescher ,(Voice),Steve Buscemi ,(Voice),Molly Shannon* ,(Voice),David Spade*, ,(Voice),Jon Lovitz* ,(Voice)","Peter Baynham,Robert Smigel",,Mark Mothersbaugh,9,2012,1.04,45702.3910874,159439412.074,105298167.506
Hotel Transylvania 2,44,2015-09-25,169700110.0,2015-09-25,89.0,PG,Animation,Sony / Columbia,Genndy Tartakovsky,"Allen Covert,Michelle Murdocca,Adam Sandler,Robert Smigel",80000000.0,3768.0,"Mel Brooks ,(Voice),Steve Buscemi ,(Voice),Fran Drescher ,(Voice),Selena Gomez, ,(Voice),Kevin James, ,(Voice),Chris Kattan ,(Voice),Keegan-Michael Key ,(Voice),Jon Lovitz ,(Voice),Megan Mullally ,(Voice),Nick Offerman ,(Voice),Rob Riggle, ,(Voice),Andy Samberg, ,(Voice),Adam Sandler, ,(Voice),Molly Shannon ,(Voice),Robert Smigel, ,(Voice),David Spade, ,(Voice),Nick Swardson, ,(Voice)","Adam Sandler,Robert Smigel",,Mark Mothersbaugh,9,2015,1.0,45037.1841826,226987414.645,127334887.77
House of Sand and Fog,71,2003-12-19,16821971.52,2003-12-19,126.0,R,Drama / Thriller,DreamWorks,Vadim Perelman,Michael London,21285000.0,598.0,"Jennifer Connelly,Ben Kingsley","Vadim Perelman ,(screenplay),Andre Dubus III ,(novel),Shawn Lawrence Otto ,(screenplay)",Roger Deakins,James Horner,12,2003,1.29,28130.3871572,148669141.6,5935345.47
House on Haunted Hill,28,1999-10-29,58409897.26,1999-10-29,95.0,R,Horror,Warner Bros.,,"Gilbert Adler,Joel Silver",52910000.0,2710.0,"Geoffrey Rush,Famke Janssen,Taye Diggs,Peter Gallagher,Chris Kattan,Ali Larter",,,,10,1999,1.43,21553.4676236,71438734.865,87782116.19
How High,29,2001-12-21,41779511.6,2001-12-21,93.0,R,Comedy,Universal,,"Pamela Abdy, ,(executive),Michael Shamberg,Stacey Sher",26800000.0,1273.0,Tracy Morgan*,,,,12,2001,1.34,32819.7263158,40314096.98,57060608.7257
How the Grinch Stole Christmas,46,2000-11-17,358861858.5,2000-11-17,104.0,PG,Family Comedy,Universal,Ron Howard,"Brian Grazer,Ron Howard",169740000.0,3256.0,"Jim Carrey,Anthony Hopkins*, ,(Narrator)",,,James Horner,11,2000,1.38,110215.558507,105439930.074,75439336.4209
How to Deal,45,2003-07-18,18311842.83,2003-07-18,102.0,PG-13,Romance,New Line,,"Ted Field, ,(executive),Scott Kroopf",20640000.0,2319.0,Mandy Moore,,,David Kitay,7,2003,1.29,7896.43934023,54491041.44,72406269.1978
How to Train Your Dragon,74,2010-03-26,237163541.79,2010-03-26,98.0,PG,Animation,Paramount (DreamWorks),,"Kristine Belson, ,(executive),Tim Johnson, ,(executive)",179850000.0,4060.0,"Jay Baruchel, ,(Voice),Gerard Butler, ,(Voice),America Ferrera, ,(Voice),Jonah Hill, ,(Voice),TJ Miller ,(Voice),Kristen Wiig, ,(Voice),Christopher Mintz-Plasse, ,(Voice)","Dean DeBlois,Chris Sanders",,John Powell,3,2010,1.09,58414.6654655,155725434.147,36183148.175
Hudson Hawk,17,1991-05-24,17218080.0,1991-05-24,95.0,R,Action Comedy,TriStar,Michael Lehman,Joel Silver,65000000.0,2072.0,Bruce Willis,Daniel Waters,Dante Spinotti,Michael Kamen,5,1991,1.0,8309.88416988,55208860.75,86761782.3333
Hulk,54,2003-06-20,170508631.86,2003-06-20,135.0,PG-13,Action / Adventure,Universal,Ang Lee,"Avi Arad,Kevin Feige, ,((executive)),Larry J. Franco,Gale Anne Hurd,Stan Lee, ,(executive)",176730000.0,3674.0,"Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Nick Nolte","Michael France,James Schamus",,Danny Elfman,6,2003,1.29,46409.5350735,145575918.3,253646409.804
I Am Legend,65,2007-12-14,294851961.5,2007-12-14,100.0,PG-13,Sci-Fi Horror,Warner Bros.,Francis Lawrence,"Dana Goldberg, ,(executive),Akiva Goldsman,David Heyman,James Lassiter,Neal H. Moritz,Erwin Stoff,Michael Tadross, ,(executive)",172500000.0,3648.0,Will Smith,"Akiva Goldsman,Mark Protosevich",Andrew Lesnie,James Newton Howard,12,2007,1.15,80825.647341,172684921.375,259935446.124
I Am Number Four,36,2011-02-18,58406463.22,2011-02-18,104.0,PG-13,Sci-Fi Adventure,Buena Vista,D.J. Caruso,"Michael Bay,Chris Bender, ,(executive),J.C. Spink, ,(executive),David Valdes, ,(executive)",63600000.0,3156.0,"Alex Pettyfer,Timothy Olyphant,Teresa Palmer,Dianna Agron,Callan McAuliffe,Kevin Durand","Alfred Gough & Miles Millar,Marti Noxon",,Trevor Rabin,2,2011,1.06,18506.48391,79079167.4867,158474803.593
I Heart Huckabees,55,2004-10-01,16109644.32,2004-10-01,106.0,R,Comedy,Fox Searchlight,David O. Russell,"Scott Rudin,David O. Russell",25200000.0,901.0,"Jason Schwartzman,Dustin Hoffman,Lily Tomlin,Jude Law,Mark Wahlberg,Naomi Watts,Jonah Hill*,Isla Fisher*",David O. Russell,Peter Deming,Jon Brion,10,2004,1.26,17879.738424,98621468.0613,67366817.0386
I Still Know What You Did Last Summer,21,1998-11-13,40002112.0,1998-11-13,100.0,R,Horror,Sony / Columbia,,Neal H. Moritz,65000000.0,2473.0,"Jack Black*,Jennifer Love Hewitt,Freddie Prinze, Jr.",,,John Frizzell,11,1998,1.0,16175.5406389,67805598.3333,43697953.0
I Think I Love My Wife,49,2007-03-16,14433195.75,2007-03-16,90.0,R,Romantic Comedy,Fox Searchlight,Chris Rock,Lisa Stewart,12650000.0,1794.0,"Michael K. Williams,Chris Rock,Kerry Washington",,,Marcus Miller,3,2007,1.15,8045.25961538,89279680.345,91870701.12
"I, Frankenstein",30,2014-01-24,19266042.9,2014-01-24,92.0,PG-13,Action Horror,Lionsgate,Stuart Beattie,"Gary Lucchesi,Tom Rosenberg,Richard Wright",65650000.0,2753.0,"Aaron Eckhart,Bill Nighy,Yvonne Strahovski,Miranda Otto,Jai Courtney",Stuart Beattie,,,1,2014,1.01,6998.19938249,118683776.605,51580040.3871
"I, Robot",59,2004-07-16,182449288.98,2004-07-16,105.0,PG-13,Sci-Fi Thriller,Fox,Alex Proyas,"John Davis,Wyck Godfrey,James Lassiter, ,(executive),Laurence Mark,Will Smith, ,(executive)",151200000.0,3494.0,"Will Smith,Bridget Moynahan,Alan Tudyk,James Cromwell,Bruce Greenwood,Chi McBride,Shia LaBeouf","Jeff Vintar,Akiva Goldsman",,Marco Beltrami,7,2004,1.26,52217.8846537,160863965.121,106705653.645
Ice Age,60,2002-03-15,232831374.6,2002-03-15,81.0,PG,Animation,Fox,,"Christopher Meledandri, ,(executive)",77880000.0,3345.0,"Cedric the Entertainer,Ray Romano ,(Voice),Denis Leary ,(Voice),John Leguizamo, ,(Voice),Jack Black*, ,(Voice),Goran Visnjic*, ,(Voice)",,,,3,2002,1.32,69605.7921076,154040400.966,68856263.0
Ice Age: Continental Drift,49,2012-07-13,167774716.72,2012-07-13,94.0,PG,Animation,Fox,,John C. Donkin,98800000.0,3886.0,"Ray Romano ,(Voice),Queen Latifah, ,(Voice),Denis Leary ,(Voice),John Leguizamo, ,(Voice),Jennifer Lopez, ,(Voice),Josh Peck* ,(Voice),Seann William Scott* ,(Voice),Alan Tudyk* ,(Voice),Nick Frost*, ,(Voice),Aziz Ansari*, ,(Voice),Nicki Minaj*, ,(Voice),Rebel Wilson*, ,(Voice)",,,John Powell,7,2012,1.04,43174.1422337,227172773.31,175612608.243
